timestamp,open,high,low,close,volume,turnover
2025-10-13 21:00:00,115660.1,115753.4,115490.9,115570.4,337.895,39053281.232
2025-10-13 21:15:00,115570.4,115721.0,115492.0,115580.4,299.602,34642004.2873
2025-10-13 21:30:00,115580.4,115653.2,115560.1,115566.5,120.802,13964424.1723
2025-10-13 21:45:00,115566.5,115668.0,115544.9,115667.9,103.742,11992329.2688
2025-10-13 22:00:00,115667.9,115790.0,115605.4,115696.1,516.028,59711110.5442
2025-10-13 22:15:00,115696.1,115733.2,115514.8,115533.2,188.766,21829737.7076
2025-10-13 22:30:00,115533.2,115561.5,115369.4,115519.6,368.151,42514349.2257
2025-10-13 22:45:00,115519.6,115542.0,115408.0,115458.0,169.026,19518386.9823
2025-10-13 23:00:00,115458.0,115460.0,115217.6,115305.3,617.927,71272617.9636
2025-10-13 23:15:00,115305.3,115397.1,115253.9,115343.3,235.747,27186126.8338
2025-10-13 23:30:00,115343.3,115390.6,115010.8,115141.6,851.14,98034813.7895
2025-10-13 23:45:00,115141.6,115156.2,114951.1,115116.7,578.069,66502501.778
2025-10-14 00:00:00,115116.7,115194.3,114996.0,115172.3,343.578,39541065.8292
2025-10-14 00:15:00,115172.3,115339.1,115092.7,115156.0,374.644,43168595.5676
2025-10-14 00:30:00,115156.0,115370.5,115025.2,115129.8,428.462,49352604.7995
2025-10-14 00:45:00,115129.8,115129.8,114802.6,114913.4,612.764,70417860.2702
2025-10-14 01:00:00,114913.4,114950.0,114475.0,114626.2,1287.519,147604472.268
2025-10-14 01:15:00,114626.2,114730.7,114455.1,114518.6,387.234,44367792.083
2025-10-14 01:30:00,114518.6,114542.0,114398.7,114465.3,291.041,33313180.3887
2025-10-14 01:45:00,114465.3,114475.0,114079.9,114219.4,730.177,83414039.1158
2025-10-14 02:00:00,114219.4,114244.0,114025.9,114029.3,1133.368,129310886.9263
2025-10-14 02:15:00,114029.3,114093.0,113809.6,113943.8,1546.2,176162200.3683
2025-10-14 02:30:00,113943.8,114056.0,113716.5,113798.8,717.904,81776941.6389
2025-10-14 02:45:00,113798.8,113920.6,113560.2,113560.2,1327.737,150975896.3985
2025-10-14 03:00:00,113560.2,113584.4,113188.1,113435.8,1968.177,223124414.0093
2025-10-14 03:15:00,113435.8,113639.0,113230.0,113262.3,753.049,85393722.7591
2025-10-14 03:30:00,113262.3,113443.9,113244.0,113435.8,685.285,77692255.7788
2025-10-14 03:45:00,113435.8,113631.6,113352.1,113430.4,1019.03,115705283.0062
2025-10-14 04:00:00,113430.4,113523.5,113142.9,113362.1,764.578,86623638.005
2025-10-14 04:15:00,113362.1,113499.4,113206.1,113432.3,957.042,108510189.429
2025-10-14 04:30:00,113432.3,113432.3,113010.3,113117.1,2143.806,242616770.4117
2025-10-14 04:45:00,113117.1,113134.5,112697.0,113017.7,4130.865,466456792.7949
2025-10-14 05:00:00,113017.7,113641.2,112938.0,113455.6,2011.275,227992946.5187
2025-10-14 05:15:00,113455.6,113491.9,112929.5,112982.0,1970.876,223104500.3754
2025-10-14 05:30:00,112982.0,113065.0,112319.2,112446.1,3856.015,434390956.3649
2025-10-14 05:45:00,112446.1,112660.1,112333.0,112425.3,971.287,109266406.0656
2025-10-14 06:00:00,112425.3,112670.1,112407.9,112491.6,724.839,81575938.6631
2025-10-14 06:15:00,112491.6,112500.0,112200.1,112230.0,1205.379,135399927.4117
2025-10-14 06:30:00,112230.0,112395.0,111733.0,111786.9,2318.003,259679043.1086
2025-10-14 06:45:00,111786.9,112132.0,111200.0,111913.2,4754.306,530918866.4965
2025-10-14 07:00:00,111913.2,112100.0,111600.8,111892.8,2443.413,273183222.0207
2025-10-14 07:15:00,111892.8,112141.6,111728.3,112019.0,819.38,91750882.9562
2025-10-14 07:30:00,112019.0,112031.9,111448.2,111606.6,1283.192,143350929.547
2025-10-14 07:45:00,111606.6,111709.6,111374.9,111659.1,827.469,92296851.5027
2025-10-14 08:00:00,111659.1,111864.7,111433.3,111821.5,1234.92,137845937.6178
2025-10-14 08:15:00,111821.5,111936.6,111568.6,111900.1,1052.87,117622557.4408
2025-10-14 08:30:00,111900.1,112091.8,111850.1,112020.7,1165.507,130490647.0706
2025-10-14 08:45:00,112020.7,112062.8,111666.1,111742.0,410.945,45939252.5005
2025-10-14 09:00:00,111742.0,111948.0,111683.0,111712.1,342.253,38273045.153
2025-10-14 09:15:00,111712.1,111856.7,111562.4,111701.3,462.001,51595257.5832
2025-10-14 09:30:00,111701.3,111844.4,111322.0,111446.0,967.332,107906716.815
2025-10-14 09:45:00,111446.0,111468.3,110963.5,111230.6,2947.608,327746381.4572
2025-10-14 10:00:00,111230.6,111280.0,110766.6,110883.5,1500.237,166523965.4059
2025-10-14 10:15:00,110883.5,110900.0,110255.0,110292.0,2566.11,283763364.8807
2025-10-14 10:30:00,110292.0,110620.0,109947.4,110296.2,3479.471,383575814.6212
2025-10-14 10:45:00,110296.2,110640.0,110104.6,110556.3,1836.783,202827771.5187
2025-10-14 11:00:00,110556.3,111300.0,110535.6,111293.7,2929.631,325013342.7914
2025-10-14 11:15:00,111293.7,111564.0,111172.5,111428.1,1799.187,200387742.9021
2025-10-14 11:30:00,111428.1,111590.7,111225.3,111271.9,1041.008,115960279.5069
2025-10-14 11:45:00,111271.9,111480.0,111199.1,111245.8,750.453,83545636.3506
2025-10-14 12:00:00,111245.8,111293.1,110830.3,111193.8,1859.257,206412146.3491
2025-10-14 12:15:00,111193.8,111223.6,110900.2,111190.0,1297.554,144069703.9085
2025-10-14 12:30:00,111190.0,111230.8,110681.5,110821.5,932.153,103386658.6865
2025-10-14 12:45:00,110821.5,111083.3,110661.2,110748.7,728.838,80760671.605
2025-10-14 13:00:00,110748.7,110908.9,110417.4,110650.0,838.12,92767144.9672
2025-10-14 13:15:00,110650.0,110750.0,110280.0,110720.7,2069.164,228627091.0618
2025-10-14 13:30:00,110720.7,110874.2,109800.0,110642.7,5034.76,555046924.4815
2025-10-14 13:45:00,110642.7,111300.0,110464.1,110955.0,2831.981,314152076.0605
2025-10-14 14:00:00,110955.0,111638.6,110854.7,111616.5,1604.862,178430242.0428
2025-10-14 14:15:00,111616.5,112224.2,111561.0,111758.2,4427.102,495290908.2015
2025-10-14 14:30:00,111758.2,111897.2,111281.8,111771.8,1373.624,153231963.9597
2025-10-14 14:45:00,111771.8,112065.9,111321.8,111382.3,1233.088,137784500.8925
2025-10-14 15:00:00,111382.3,111738.1,111101.9,111149.6,1034.822,115227916.2884
2025-10-14 15:15:00,111149.6,111484.2,111000.2,111463.8,1267.389,141011640.8995
2025-10-14 15:30:00,111463.8,112244.0,111336.7,112087.0,2260.617,252748630.3369
2025-10-14 15:45:00,112087.0,112885.0,112056.4,112862.2,4268.851,480332024.1068
2025-10-14 16:00:00,112862.2,112885.0,112237.2,112463.9,1904.386,214279772.1241
2025-10-14 16:15:00,112463.9,113226.3,112366.7,112682.8,3814.085,430221011.767
2025-10-14 16:30:00,112682.8,112850.0,112254.9,112719.1,1865.406,209795350.6531
2025-10-14 16:45:00,112719.1,112848.3,112142.5,112295.5,1719.118,193536452.2773
2025-10-14 17:00:00,112295.5,112841.5,111659.0,112730.4,3139.869,352202476.3118
2025-10-14 17:15:00,112730.4,112900.0,112600.0,112759.2,1207.3,136116392.5773
2025-10-14 17:30:00,112759.2,112887.3,112311.0,112664.1,1248.579,140509864.0309
2025-10-14 17:45:00,112664.1,112927.3,112609.8,112743.3,959.31,108174444.8446
2025-10-14 18:00:00,112743.3,113331.8,112694.4,113226.8,1067.587,120707165.1786
2025-10-14 18:15:00,113226.8,113434.9,113090.8,113102.5,1271.455,143980868.5864
2025-10-14 18:30:00,113102.5,113317.9,112730.0,112796.3,1310.653,148074094.306
2025-10-14 18:45:00,112796.3,113084.9,112592.3,112789.3,1020.927,115184031.8315
2025-10-14 19:00:00,112789.3,113148.4,112789.2,113111.9,801.649,90610435.1634
2025-10-14 19:15:00,113111.9,113499.9,113090.8,113306.1,1142.063,129383235.0988
2025-10-14 19:30:00,113306.1,113392.5,111946.6,112067.4,3909.596,440197919.9591
2025-10-14 19:45:00,112067.4,112767.0,111935.3,112544.7,2200.723,247365583.6012
2025-10-14 20:00:00,112544.7,112735.7,112139.0,112499.7,1802.472,202685272.4417
2025-10-14 20:15:00,112499.7,112861.3,112442.7,112734.2,754.433,85006547.0534
2025-10-14 20:30:00,112734.2,112828.2,112625.9,112808.7,534.683,60257309.8032
2025-10-14 20:45:00,112808.7,112941.4,112751.7,112940.3,547.0,61719768.1074
2025-10-14 21:00:00,112940.3,112949.6,112629.3,112680.0,841.933,94926507.7177
2025-10-14 21:15:00,112680.0,112954.6,112655.2,112915.4,393.392,44385494.3459
2025-10-14 21:30:00,112915.4,113108.9,112794.6,113025.1,344.293,38892407.8518
2025-10-14 21:45:00,113025.1,113154.9,112900.0,113063.7,264.575,29907344.505
2025-10-14 22:00:00,113063.7,113550.0,113063.7,113377.1,969.806,109928608.4567
2025-10-14 22:15:00,113377.1,113397.7,113080.0,113123.1,453.448,51338592.8488
2025-10-14 22:30:00,113123.1,113136.0,112863.2,112896.9,341.256,38561614.8245
2025-10-14 22:45:00,112896.9,113188.3,112756.8,113140.7,338.741,38273293.9834
2025-10-14 23:00:00,113140.7,113450.0,113038.8,113389.3,941.829,106654729.5312
2025-10-14 23:15:00,113389.3,113474.1,113281.7,113388.0,248.047,28120512.9627
2025-10-14 23:30:00,113388.0,113429.3,113204.3,113213.9,213.019,24138048.6006
2025-10-14 23:45:00,113213.9,113257.7,112952.6,112972.1,499.444,56474189.6763
2025-10-15 00:00:00,112972.1,112991.2,112703.5,112730.1,565.039,63781601.3116
2025-10-15 00:15:00,112730.1,112972.4,112581.4,112768.6,891.266,100462972.6791
2025-10-15 00:30:00,112768.6,112946.3,112540.0,112879.6,565.781,63795083.9846
2025-10-15 00:45:00,112879.6,113073.3,112750.0,112927.0,379.351,42846419.432
2025-10-15 01:00:00,112927.0,112955.9,112338.0,112667.1,803.802,90491691.0223
2025-10-15 01:15:00,112667.1,112819.2,112422.1,112422.1,463.609,52225648.3452
2025-10-15 01:30:00,112422.1,112482.4,112250.2,112463.0,594.945,66854803.2572
2025-10-15 01:45:00,112463.0,112724.0,112370.0,112677.9,318.649,35875013.242
2025-10-15 02:00:00,112677.9,112954.8,112608.8,112902.1,475.964,53696003.9744
2025-10-15 02:15:00,112902.1,113520.0,112809.0,113516.9,1201.565,135995858.034
2025-10-15 02:30:00,113516.9,113590.0,112929.0,112975.0,1063.117,120390991.8651
2025-10-15 02:45:00,112975.0,113053.8,112750.7,112767.8,348.588,39361417.5256
2025-10-15 03:00:00,112767.8,112823.6,112271.7,112417.6,770.58,86683523.4021
2025-10-15 03:15:00,112417.6,112444.1,111840.7,112210.0,1180.346,132348398.2649
2025-10-15 03:30:00,112210.0,112210.0,111753.6,111961.0,843.048,94374054.7564
2025-10-15 03:45:00,111961.0,112086.1,111752.7,111967.7,523.546,58599076.9309
2025-10-15 04:00:00,111967.7,112055.2,111683.0,111966.9,574.542,64266384.6775
2025-10-15 04:15:00,111966.9,112280.0,111897.1,112128.2,721.064,80866444.8351
2025-10-15 04:30:00,112128.2,112211.9,112015.6,112152.6,279.667,31357403.9441
2025-10-15 04:45:00,112152.6,112419.4,112104.6,112296.7,631.473,70918403.6736
2025-10-15 05:00:00,112296.7,112494.1,112276.6,112448.6,979.22,110053787.5581
2025-10-15 05:15:00,112448.6,112532.4,112170.4,112265.6,612.981,68871499.2119
2025-10-15 05:30:00,112265.6,112615.6,112122.0,112504.8,507.61,57063386.0035
2025-10-15 05:45:00,112504.8,112504.8,112308.8,112374.6,227.865,25610992.8416
2025-10-15 06:00:00,112374.6,112449.9,112121.8,112189.3,330.055,37047867.2446
2025-10-15 06:15:00,112189.3,112212.1,111820.3,111880.4,676.078,75697503.7507
2025-10-15 06:30:00,111880.4,112530.0,111837.6,112265.7,813.147,91261721.1495
2025-10-15 06:45:00,112265.7,112437.0,112237.2,112398.9,687.241,77199819.5342
2025-10-15 07:00:00,112398.9,112567.2,112170.0,112435.6,517.948,58235127.7453
2025-10-15 07:15:00,112435.6,112635.0,112292.3,112292.3,423.04,47573782.8723
2025-10-15 07:30:00,112292.3,112437.6,112260.5,112378.7,288.036,32361123.7326
2025-10-15 07:45:00,112378.7,112539.1,112325.2,112524.2,410.856,46206869.111
2025-10-15 08:00:00,112524.2,112883.9,112472.2,112850.0,972.417,109588029.9656
2025-10-15 08:15:00,112850.0,113120.5,112789.5,113074.3,1216.927,137487716.5759
2025-10-15 08:30:00,113074.3,113470.0,113057.0,113167.8,1222.241,138441215.8445
2025-10-15 08:45:00,113167.8,113170.0,112833.2,112887.7,730.157,82494087.787
2025-10-15 09:00:00,112887.7,113067.2,112751.5,112898.4,742.122,83767101.7352
2025-10-15 09:15:00,112898.4,112922.9,112407.9,112541.5,965.009,108658826.4153
2025-10-15 09:30:00,112541.5,112608.3,112312.6,112484.4,674.197,75815661.8628
2025-10-15 09:45:00,112484.4,112672.3,112333.5,112442.6,338.34,38054969.5678
